StateAbbreviation,ResponsibleDistrictIdentifier,ResponsibleInstitutionIdentifier,LastOrSurname,FirstName,MiddleName,Birthdate,SSID,ExternalSSID,GradeLevelWhenAssessed,Sex,HispanicOrLatinoEthnicity,AmericanIndianOrAlaskaNative,Asian,BlackOrAfricanAmerican,White,NativeHawaiianOrOtherPacificIslander,DemographicRaceTwoOrMoreRaces,IDEAIndicator,LEPStatus,Section504Status,EconomicDisadvantageStatus,LanguageCode,EnglishLanguageProficiencyLevel,MigrantStatus,FirstEntryDateIntoUSSchool,LimitedEnglishProficiencyEntryDate,LEPExitDate,TitleIIILanguageInstructionProgramType,PrimaryDisabilityType,Delete
OR,TEST,TEST,LastName3231,Name3231,MiddleName3231,,LTSTUDENT3231,LTSTUDENT3231,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3232,Name3232,MiddleName3232,,LTSTUDENT3232,LTSTUDENT3232,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3233,Name3233,MiddleName3233,,LTSTUDENT3233,LTSTUDENT3233,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3234,Name3234,MiddleName3234,,LTSTUDENT3234,LTSTUDENT3234,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3235,Name3235,MiddleName3235,,LTSTUDENT3235,LTSTUDENT3235,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3236,Name3236,MiddleName3236,,LTSTUDENT3236,LTSTUDENT3236,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3237,Name3237,MiddleName3237,,LTSTUDENT3237,LTSTUDENT3237,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3238,Name3238,MiddleName3238,,LTSTUDENT3238,LTSTUDENT3238,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3239,Name3239,MiddleName3239,,LTSTUDENT3239,LTSTUDENT3239,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3240,Name3240,MiddleName3240,,LTSTUDENT3240,LTSTUDENT3240,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3241,Name3241,MiddleName3241,,LTSTUDENT3241,LTSTUDENT3241,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3242,Name3242,MiddleName3242,,LTSTUDENT3242,LTSTUDENT3242,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3243,Name3243,MiddleName3243,,LTSTUDENT3243,LTSTUDENT3243,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3244,Name3244,MiddleName3244,,LTSTUDENT3244,LTSTUDENT3244,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3245,Name3245,MiddleName3245,,LTSTUDENT3245,LTSTUDENT3245,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3246,Name3246,MiddleName3246,,LTSTUDENT3246,LTSTUDENT3246,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3247,Name3247,MiddleName3247,,LTSTUDENT3247,LTSTUDENT3247,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3248,Name3248,MiddleName3248,,LTSTUDENT3248,LTSTUDENT3248,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3249,Name3249,MiddleName3249,,LTSTUDENT3249,LTSTUDENT3249,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3250,Name3250,MiddleName3250,,LTSTUDENT3250,LTSTUDENT3250,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3251,Name3251,MiddleName3251,,LTSTUDENT3251,LTSTUDENT3251,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3252,Name3252,MiddleName3252,,LTSTUDENT3252,LTSTUDENT3252,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3253,Name3253,MiddleName3253,,LTSTUDENT3253,LTSTUDENT3253,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3254,Name3254,MiddleName3254,,LTSTUDENT3254,LTSTUDENT3254,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3255,Name3255,MiddleName3255,,LTSTUDENT3255,LTSTUDENT3255,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3256,Name3256,MiddleName3256,,LTSTUDENT3256,LTSTUDENT3256,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3257,Name3257,MiddleName3257,,LTSTUDENT3257,LTSTUDENT3257,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3258,Name3258,MiddleName3258,,LTSTUDENT3258,LTSTUDENT3258,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3259,Name3259,MiddleName3259,,LTSTUDENT3259,LTSTUDENT3259,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3260,Name3260,MiddleName3260,,LTSTUDENT3260,LTSTUDENT3260,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3261,Name3261,MiddleName3261,,LTSTUDENT3261,LTSTUDENT3261,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3262,Name3262,MiddleName3262,,LTSTUDENT3262,LTSTUDENT3262,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3263,Name3263,MiddleName3263,,LTSTUDENT3263,LTSTUDENT3263,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3264,Name3264,MiddleName3264,,LTSTUDENT3264,LTSTUDENT3264,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3265,Name3265,MiddleName3265,,LTSTUDENT3265,LTSTUDENT3265,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3266,Name3266,MiddleName3266,,LTSTUDENT3266,LTSTUDENT3266,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3267,Name3267,MiddleName3267,,LTSTUDENT3267,LTSTUDENT3267,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3268,Name3268,MiddleName3268,,LTSTUDENT3268,LTSTUDENT3268,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3269,Name3269,MiddleName3269,,LTSTUDENT3269,LTSTUDENT3269,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3270,Name3270,MiddleName3270,,LTSTUDENT3270,LTSTUDENT3270,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3271,Name3271,MiddleName3271,,LTSTUDENT3271,LTSTUDENT3271,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3272,Name3272,MiddleName3272,,LTSTUDENT3272,LTSTUDENT3272,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3273,Name3273,MiddleName3273,,LTSTUDENT3273,LTSTUDENT3273,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3274,Name3274,MiddleName3274,,LTSTUDENT3274,LTSTUDENT3274,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3275,Name3275,MiddleName3275,,LTSTUDENT3275,LTSTUDENT3275,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3276,Name3276,MiddleName3276,,LTSTUDENT3276,LTSTUDENT3276,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3277,Name3277,MiddleName3277,,LTSTUDENT3277,LTSTUDENT3277,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3278,Name3278,MiddleName3278,,LTSTUDENT3278,LTSTUDENT3278,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3279,Name3279,MiddleName3279,,LTSTUDENT3279,LTSTUDENT3279,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3280,Name3280,MiddleName3280,,LTSTUDENT3280,LTSTUDENT3280,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3281,Name3281,MiddleName3281,,LTSTUDENT3281,LTSTUDENT3281,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3282,Name3282,MiddleName3282,,LTSTUDENT3282,LTSTUDENT3282,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3283,Name3283,MiddleName3283,,LTSTUDENT3283,LTSTUDENT3283,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3284,Name3284,MiddleName3284,,LTSTUDENT3284,LTSTUDENT3284,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3285,Name3285,MiddleName3285,,LTSTUDENT3285,LTSTUDENT3285,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3286,Name3286,MiddleName3286,,LTSTUDENT3286,LTSTUDENT3286,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3287,Name3287,MiddleName3287,,LTSTUDENT3287,LTSTUDENT3287,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3288,Name3288,MiddleName3288,,LTSTUDENT3288,LTSTUDENT3288,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3289,Name3289,MiddleName3289,,LTSTUDENT3289,LTSTUDENT3289,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3290,Name3290,MiddleName3290,,LTSTUDENT3290,LTSTUDENT3290,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3291,Name3291,MiddleName3291,,LTSTUDENT3291,LTSTUDENT3291,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3292,Name3292,MiddleName3292,,LTSTUDENT3292,LTSTUDENT3292,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3293,Name3293,MiddleName3293,,LTSTUDENT3293,LTSTUDENT3293,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3294,Name3294,MiddleName3294,,LTSTUDENT3294,LTSTUDENT3294,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3295,Name3295,MiddleName3295,,LTSTUDENT3295,LTSTUDENT3295,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3296,Name3296,MiddleName3296,,LTSTUDENT3296,LTSTUDENT3296,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3297,Name3297,MiddleName3297,,LTSTUDENT3297,LTSTUDENT3297,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3298,Name3298,MiddleName3298,,LTSTUDENT3298,LTSTUDENT3298,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3299,Name3299,MiddleName3299,,LTSTUDENT3299,LTSTUDENT3299,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3300,Name3300,MiddleName3300,,LTSTUDENT3300,LTSTUDENT3300,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3301,Name3301,MiddleName3301,,LTSTUDENT3301,LTSTUDENT3301,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3302,Name3302,MiddleName3302,,LTSTUDENT3302,LTSTUDENT3302,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3303,Name3303,MiddleName3303,,LTSTUDENT3303,LTSTUDENT3303,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3304,Name3304,MiddleName3304,,LTSTUDENT3304,LTSTUDENT3304,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3305,Name3305,MiddleName3305,,LTSTUDENT3305,LTSTUDENT3305,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3306,Name3306,MiddleName3306,,LTSTUDENT3306,LTSTUDENT3306,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3307,Name3307,MiddleName3307,,LTSTUDENT3307,LTSTUDENT3307,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3308,Name3308,MiddleName3308,,LTSTUDENT3308,LTSTUDENT3308,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3309,Name3309,MiddleName3309,,LTSTUDENT3309,LTSTUDENT3309,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3310,Name3310,MiddleName3310,,LTSTUDENT3310,LTSTUDENT3310,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3311,Name3311,MiddleName3311,,LTSTUDENT3311,LTSTUDENT3311,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3312,Name3312,MiddleName3312,,LTSTUDENT3312,LTSTUDENT3312,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3313,Name3313,MiddleName3313,,LTSTUDENT3313,LTSTUDENT3313,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3314,Name3314,MiddleName3314,,LTSTUDENT3314,LTSTUDENT3314,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3315,Name3315,MiddleName3315,,LTSTUDENT3315,LTSTUDENT3315,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3316,Name3316,MiddleName3316,,LTSTUDENT3316,LTSTUDENT3316,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3317,Name3317,MiddleName3317,,LTSTUDENT3317,LTSTUDENT3317,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3318,Name3318,MiddleName3318,,LTSTUDENT3318,LTSTUDENT3318,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3319,Name3319,MiddleName3319,,LTSTUDENT3319,LTSTUDENT3319,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3320,Name3320,MiddleName3320,,LTSTUDENT3320,LTSTUDENT3320,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3321,Name3321,MiddleName3321,,LTSTUDENT3321,LTSTUDENT3321,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3322,Name3322,MiddleName3322,,LTSTUDENT3322,LTSTUDENT3322,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3323,Name3323,MiddleName3323,,LTSTUDENT3323,LTSTUDENT3323,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3324,Name3324,MiddleName3324,,LTSTUDENT3324,LTSTUDENT3324,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3325,Name3325,MiddleName3325,,LTSTUDENT3325,LTSTUDENT3325,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3326,Name3326,MiddleName3326,,LTSTUDENT3326,LTSTUDENT3326,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3327,Name3327,MiddleName3327,,LTSTUDENT3327,LTSTUDENT3327,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3328,Name3328,MiddleName3328,,LTSTUDENT3328,LTSTUDENT3328,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3329,Name3329,MiddleName3329,,LTSTUDENT3329,LTSTUDENT3329,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3330,Name3330,MiddleName3330,,LTSTUDENT3330,LTSTUDENT3330,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3331,Name3331,MiddleName3331,,LTSTUDENT3331,LTSTUDENT3331,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3332,Name3332,MiddleName3332,,LTSTUDENT3332,LTSTUDENT3332,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3333,Name3333,MiddleName3333,,LTSTUDENT3333,LTSTUDENT3333,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3334,Name3334,MiddleName3334,,LTSTUDENT3334,LTSTUDENT3334,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3335,Name3335,MiddleName3335,,LTSTUDENT3335,LTSTUDENT3335,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3336,Name3336,MiddleName3336,,LTSTUDENT3336,LTSTUDENT3336,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3337,Name3337,MiddleName3337,,LTSTUDENT3337,LTSTUDENT3337,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3338,Name3338,MiddleName3338,,LTSTUDENT3338,LTSTUDENT3338,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3339,Name3339,MiddleName3339,,LTSTUDENT3339,LTSTUDENT3339,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3340,Name3340,MiddleName3340,,LTSTUDENT3340,LTSTUDENT3340,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3341,Name3341,MiddleName3341,,LTSTUDENT3341,LTSTUDENT3341,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3342,Name3342,MiddleName3342,,LTSTUDENT3342,LTSTUDENT3342,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3343,Name3343,MiddleName3343,,LTSTUDENT3343,LTSTUDENT3343,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3344,Name3344,MiddleName3344,,LTSTUDENT3344,LTSTUDENT3344,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3345,Name3345,MiddleName3345,,LTSTUDENT3345,LTSTUDENT3345,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3346,Name3346,MiddleName3346,,LTSTUDENT3346,LTSTUDENT3346,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3347,Name3347,MiddleName3347,,LTSTUDENT3347,LTSTUDENT3347,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3348,Name3348,MiddleName3348,,LTSTUDENT3348,LTSTUDENT3348,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3349,Name3349,MiddleName3349,,LTSTUDENT3349,LTSTUDENT3349,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3350,Name3350,MiddleName3350,,LTSTUDENT3350,LTSTUDENT3350,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3351,Name3351,MiddleName3351,,LTSTUDENT3351,LTSTUDENT3351,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3352,Name3352,MiddleName3352,,LTSTUDENT3352,LTSTUDENT3352,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3353,Name3353,MiddleName3353,,LTSTUDENT3353,LTSTUDENT3353,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3354,Name3354,MiddleName3354,,LTSTUDENT3354,LTSTUDENT3354,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3355,Name3355,MiddleName3355,,LTSTUDENT3355,LTSTUDENT3355,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3356,Name3356,MiddleName3356,,LTSTUDENT3356,LTSTUDENT3356,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3357,Name3357,MiddleName3357,,LTSTUDENT3357,LTSTUDENT3357,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3358,Name3358,MiddleName3358,,LTSTUDENT3358,LTSTUDENT3358,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3359,Name3359,MiddleName3359,,LTSTUDENT3359,LTSTUDENT3359,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3360,Name3360,MiddleName3360,,LTSTUDENT3360,LTSTUDENT3360,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3361,Name3361,MiddleName3361,,LTSTUDENT3361,LTSTUDENT3361,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3362,Name3362,MiddleName3362,,LTSTUDENT3362,LTSTUDENT3362,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3363,Name3363,MiddleName3363,,LTSTUDENT3363,LTSTUDENT3363,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
